[32m [INFO] [06/24/2025 14:12] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: undefined | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:41] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: undefined | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:42] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:44] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:44] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:44] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:44] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:44] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:45] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:45] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:45] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:46] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:46] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:46] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:50] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:50] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:52] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:54] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:54] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:55] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:56] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:56] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:56] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:56] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:56] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:56] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:56] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:56] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:57] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:57] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:59] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 14:59] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:03] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:04] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:04] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:04] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:05] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:33] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:34] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:34] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:35] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:35] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:35] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:36] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:37] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:37] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:37] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:37] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:37] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:39] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:40] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:40] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:41] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:41] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:41] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:41] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:42] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:42] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:42] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:42] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:43] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:43] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:43] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:45] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:45] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:45] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:46] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:46] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:46] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:46] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:47] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:47] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:47] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:48] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:48] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:48] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:49] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[93m [WARNING] [06/24/2025 15:49] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: fsServices.ts | FUNCTION: Structure | MESSAGE: "[object Object]" is not valid JSON [0m 
[32m [INFO] [06/24/2025 15:50] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:50] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:50] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:51] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:52] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:52] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:53] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:56] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: /Structure | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:56] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: undefined | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:57] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: undefined | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:57] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: undefined | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
[32m [INFO] [06/24/2025 15:57] | USER: undefined | IP: ::ffff:127.0.0.1 | ROUTE: undefined | FILE: /Users/niek/Documents/code/github/final-cms/server/edit/ftpServices.ts | FUNCTION: Structure | MESSAGE: undefined [0m 
